PaisAccidente,OperadorAerolinea,Fecha,LugarAccidente,TipoAeronave
 Algeria,Rousseau Aviation,1970-12-31,Off Algiers- Algeria,Nord 262E
 South Africa,Rovos Air,2018-07-10,Pretoria- South Africa,Convair CV-340
 Laos,Royal Air Lao,1968-02-24,Ban Napa- Laos,Douglas DC-3
 Laos,Royal Air Lao,1972-02-11,Near Vientiane- Laos,Douglas DC-4
 Indonesia,Royal Air Laos/PENAS,1972-02-01,Near Tegal- Indonesia,Douglas DC-6
 Morocco,Royal Air Maroc,1970-04-01,Casablanca- Morocco,Aerospatiale Caravelle 3
 Morocco,Royal Air Maroc,1973-12-22,Near Tetouan- Morocco,Sud-Aviation Caravelle VI-N
 Morocco,Royal Air Maroc,1994-08-21,Near Agadir- Morocco,Aerospatiale ATR-42-300
 India,Royal Indian Air Force,1949-11-16,Calcutta- India,Tempest
 Nepal,Royal Nepal Airlines,1960-11-05,Bhairawa- Nepal,Douglas C-47A
 Nepal,Royal Nepal Airlines,1962-08-01,Near Kathmandu- Nepal,Douglas DC-3
 Nepal,Royal Nepal Airlines,1969-07-12,Hitauda- Nepal,Douglas DC-3
 India,Royal Nepal Airlines,1970-01-25,Near Delhi- India,Fokker F-27 Friendship 200
 Nepal,Royal Nepal Airlines,1981-11-19,Biratnagar- Nepal,Pilatus PC-6/B2-H2 Turbo-Porter
 Nepal,Royal Nepal Airlines,1984-12-22,Near Bhojpur- Nepal,de Havilland Canada DHC-6 Twin Otter 300
 Nepal,Royal Nepal Airlines,1995-01-17,Kathmandu- Nepal,de Havilland Canada DHC-6 Twin Otter 300
 Nepal,Royal Nepal Airlines,2000-07-27,Jodhura- Nepal,de Havilland Canada DHC-6 Twin Otter 300
 Ethiopia,RRC Air Service,1989-08-07,Near Gambela- Ethiopia,de Havilland DHC-6 Twin Otter 300
 Ohio,Rubner Flying Service,1931-06-11,Walbridge- Ohio,Lockheed Vega 2
 Venezuela,Ruiban & Duran Compania Aérea,2003-07-13,Near San Cristobal- Venezuela,Let 410UVP-E
 Russia,RusAir Airlines,2011-06-20,Petrozavodsk- Russia,Tupolev Tu-134
 Russia,Russ Air Transport Company,2001-07-14,Near Moscow- Russia,Ilyushin IL-76
 Russia,Russian Air Force,2016-12-25,Near Adar- Russia,Tupolev 154B-2
 Russia,Russian Ministry of Interior,2009-11-01,Mirny- Russia,Ilyushin Il-76
 Alaska,Rusts Flying Service Inc.,1998-09-09,Port Alsworth- Alaska,de Havilland Dash-2 float plane
 Venezuela,Rutaca Airlines,2001-01-25,Ciudad Bolivar- Venezuela,Douglas DC-3C (C47A-DL)
 Florida,Rutas Aéreas Nacionales SA,1952-12-21,Off Miami- Florida,Curtiss C-46D
 Panama,Rutas Internacionales Peruanes,1965-08-04,Panama City- Panama,Douglas C-54D
 Rwanda,Rwanda Government,1994-04-06,Kigali- Rwanda,Dassault Falcon 50
 Rwanda,Rwandair,2009-11-12,Kigali- Rwanda,Canadair CRJ-100ER
 Alaska,Ryan Air Services,1987-11-23,Homer- Alaska,Beechcraft 1900C
 Ohio,Ryan International Airlines,1991-02-17,Cleveland- Ohio,McDonnell Douglas DC-9-15RC
 East Sardinia,S.A.M. Società Aerea Mediterranea,1929-11-20,Terranova Pausania- East Sardinia,Savoia Marchetti S55
 South Africa,SA Airlink,2009-09-24,Merebank- South Africa,British Aerospace Jetstream 41
 Peru,SA Amazonica,1994-11-05,Saposa- Peru,Yakovlev YAK-40
 Malaysia,Sabah Air,1976-06-06,Off Kota Kinabalu- Malaysia,GAF Nomad N-22B
 Malaysia,Sabah Air,1995-11-29,Off Labuan- Malaysia,Bell 412 (helicopter)
 England,Sabena,1930-09-11,Croydon- England,Sabca F-VII
 Belgium,Sabena,1931-01-08,Melle- Belgium,Fokker F-VII
 England,Sabena,1935-12-10,Croydon- England,Savoia-Marchetti SM73
 France,Sabena,1936-04-21,Senlis- France,Fokker F-VII
 Algeria,Sabena,1937-01-26,Oran- Algeria,Sabca S-73
 Belgium,Sabena,1937-11-16,Ostende- Belgium,Junkers JU-52/3m
 Germany,Sabena,1938-10-10,Soest- Germany,Savbia-Marchetti S-73P
 Belgium,Sabena,1939-03-14,Haren- Belgium,Junkers JU-52
 Belgium,Sabena,1946-09-17,Brussels- Belgium,Douglas C-47-DL
 Newfoundland,Sabena,1946-09-18,Near Gander- Newfoundland,Douglas DC-4-1009
 London,Sabena,1948-03-02,Heathrow Airport- London- England,Douglas DC-3
 Belgian Congo (Zaire),Sabena,1948-05-13,Near Magazini- Belgian Congo (Zaire),Douglas DC-4-1009
 Belgium Congo,Sabena,1948-08-31,Near Elizabethville- Belgium Congo,Douglas DC-3 (Douglas C-47A-10-DK)
 Zaire,Sabena,1949-08-27,Leopoldville- Zaire,Douglas C-47B-5-DK
 France,Sabena,1949-12-18,Aulnay-sous-Bois- France,Douglas C-47A-60-DL
 Mali,Sabena,1951-07-24,Gao- Mali,Douglas DC-3
 Belgian Congo,Sabena,1952-02-04,Kikwit- Belgian Congo,Douglas DC-3
 Germany,Sabena,1953-10-14,Frankfurt- Germany,Convair CV-240-12
 Switzerland,Sabena,1953-12-19,Zurich- Switzerland,Convair CV-240
 Slovenia,Sabena,1954-06-03,Near Maribor- Slovenia,Douglas C-47A
 Italy,Sabena,1955-02-13,Abruzzio Mountains- Italy,Douglas DC-6
 Morocco,Sabena,1958-05-18,Near Casablanca- Morocco,Douglas DC-7C
 Belgium,Sabena,1961-02-15,Near Brussels- Belgium,Boeing B-707-320
 Nigeria,Sabena,1968-07-13,Near Lagos- Nigeria,Boeing 707-329C
 Bolivia,Sabeni,1985-10-11,Near Beni- Bolivia,Curtiss C-46D
 Brazil,Sadai,1963-08-04,Ibicaré- Brazil,Douglas DC-3
 Colombia,SADELCA,1978-01-27,Near San Vincente- Colombia,Douglas DC-3
 Brazil,Sadia,1967-11-03,Near Curitiba- Brazil,Handley Page HPR-7 Herald 214
 Mexico,SAESA,1972-01-06,Near Chetumal- Mexico,Hawker Siddeley HS-748-230 Srs. 2A
 Colombia,SAETA,1949-08-13,Near Bogota- Colombia,Douglas C-47
 Ecuador,SAETA,1976-08-15,Andes Mountains- Ecuador,Vickers Viscount 785D
 Ecuador,SAETA,1979-04-23,Near Cuenca- Ecuador,Vickers Viscount 785D
 Colombia,SAETA,1995-09-09,Near La Macarena- Colombia,CASA 212 Aviocar 200
 Tanzania,Safari Express Cargo,2014-08-31,Mwanza- Tanzania,Fokker F-27 MK 500
 Alaska,Safe Air Cargo,1977-09-12,Yakutat- Alaska,Douglas DC-7BF
 Congo,Safe Air Complany,2007-05-17,Walikale Airstrip- Congo,Let 410UVP
 Iran,Saha Air,2019-01-14,Karaj- Iran,Boeing 707-3J9C
 Iran,Saha Airline Services,1992-04-26,Saveh- Iran,Fokker F-27 Friendship 400M
 Iran,Saha Airline Services,2005-04-20,Tehran- Iran,Boeing B-707-3J9C
 India,Sahara,1994-03-08,New Delhi- India,Boeing 737-2R4C
 Honduras,Sahsa Airlines,1957-08-29,Near Juticalpa- Honduras,Douglas DC-3
 Guatemala,Sahsa Airlines,1959-01-06,Mt. Pena Blanca- Guatemala,Douglas DC-3
 Honduras,Sahsa Airlines,1967-02-20,Tegucigalpa- Honduras,Douglas DC-6
 Newfoundland,Saint Lawrence Airways,1949-02-02,Trinity Bay- Newfoundland,Avro Anson
 Russia,Sakha Airlines,1993-08-26,Near Aldan- Russia,Let 410UVP-E
 Russia,Sakha Airlines,1998-11-11,Near Krasnoyarsk- Russia,Antonov AN-12
 Washington,Salair,1994-03-18,Spokane- Washington,Douglas DC-3C
 Dominican Republic,Salair,1995-06-27,La Romana- Dominican Republic,Convair CV-440
 Panama,SAM Colombia,1952-09-10,San Blas- Panama,Curtiss C-46
 Colombia,SAM Colombia,1993-05-19,Near Medellin- Colombia,Boeing B-727-46
 Colombia,SAMSA,1960-03-19,Cordoba- Colombia,Curtiss C-46
 Ecuador,SAN Ecuador,1983-04-29,Guayaquil- Ecuador,Sud Aviation SE-210 Caravelle VIR
 Democratic Republic Congo,Sankuru Air Service,1994-07-17,Boma- Democratic Republic Congo,Yakovlev 40D
 Costa Rica,SANSA,1990-01-15,Pico Blanco- Costa Rica,CASA 212 Aviocar 200
 Venezuela,Santa Barbara Airlines,2008-02-21,Merida- Venezuela,ATR-42-300
 Russia,Saratov Airlines,2018-02-11,Argunovo- Russia,Antonov AN-148-100
 Sudan,Sarit Airlines,2004-10-05,Kaduqli- Sudan,Antonov AN-12
 Sudan,Sasco Air Lines,1987-05-05,Malakal- Sudan,Cessna 404 Titan II
 Saskatchewan,Saskatchewan Government Northern Air Operations,2006-05-14,La Ronge- Saskatchewan,Convair CV-580
 Portugal,SATA,1977-12-18,Off Madeira- Portugal,Aerospatiale Caravelle 10R
 Azores (Portugal),SATA,1999-12-11,Sao Jorge- Azores (Portugal),British Aerospace APT
 Peru,SATCO,1964-12-24,Yurimaguas- Peru,Douglas DC-3
 Peru,SATCO,1972-04-20,Near Moyobamba- Peru,Douglas C-47D
 Cundinamarca,Satena,1966-01-09,Chipaque- Cundinamarca- Colombia,DC3(C47)
 Colombia,Satena,1966-11-26,Near La Pedrera- Colombia,Consolidated PBY-5A Catalina
 Colombia,SATENA,1969-09-08,Near Medina- Colombia,Douglas DC-3
 Colombia,SATENA,1974-01-09,Near Nevia- Colombia,Hawker Siddeley HS 748-260
 Colombia,SATENA,1975-01-08,Near Doncello- Colombia,Douglas DC-3
 Colombia,SATENA,1976-04-02,Near Puerto Asis- Colombia,Douglas DC-3
 Colombia,SATENA,1979-12-18,Cerro Toledo Mountain- Colombia,Douglas DC-4 (C-54)
 Colombia,SATENA,1985-03-28,Near Florencia- Colombia,Fokker F-28 Fellowship 3000
 Colombia,SATENA,1989-04-19,Near Cucuta- Colombia,Pilatus PC-6 Turbo Porter
 Colombia,SATENA,1990-11-18,Near Medellin- Colombia,CASA 212 Aviocar 200
 Venezuela,SATENA,1997-08-29,Puerto Inirida- Venezuela,Pilatus PC-6 Turbo Porter / Cessna 206
 New Jersey,Saturn Airways,1970-10-10,Fort Dix- New Jersey,Lockheed L-100-20 Hercules
 Illinois,Saturn Airways,1974-05-23,Springfield- Illinois,Lockheed L-100-30 Hercules
 Saudia Arabia Jeddah,Saudi Arabian Airlines,1964-06-13,Jeddah- Saudia Arabia Jeddah- Saudia Arabia,Douglas C-47A
 Saudi Arabia,Saudi Arabian Airlines,1967-06-11,Jedda- Saudi Arabia,Douglas DC-3
 Saudi Arabia,Saudi Arabian Airlines,1967-06-24,Khamis Mushait- Saudi Arabia,Douglas DC-3
 Saudi Arabia,Saudi Arabian Airlines,1968-07-08,Near Dhahran- Saudi Arabia,Convair CV-340-68B
 Saudi Arabia,Saudi Arabian Airlines,1980-08-19,Riyadh- Saudi Arabia,Lockheed 1011-200 TriStar
 Qatar,Saudi Arabian Airlines,1980-12-23,Qatar- Qatar,Lockheed L-1011-200
 India,Saudi Arabian Airlines / Kazakhstan Airlines,1996-11-12,Near Charkhi Dadri- India,Boeing B-747-168B / Ilyushin IL-76TD
 Italy,Saudi Arabian Royal Flight,1963-03-20,Monte Matto- Italy,de Havilland Comet 4C
 Angola,Savanair,1996-10-06,Lukapa- Angola,Antonov 12B
 Angola,Savanair,1999-07-01,Luzamba- Angola,Antonov 12B
 Angola,Savannair,1999-02-02,Luanda- Angola,Antonov AN-12
 Chile,SAVCO,1971-06-17,Near Arica- Chile,Douglas DC-6
 Bolivia,SAVCO,1974-02-23,San Francisco de Moxos- Bolivia,Curtiss C-46A-45-CU
 Brazil,SAVG (S.A. Viacao Gaucha ) SAVG,1950-07-30,Algrete- Brazil,Lockheed 18 LodeStar
 Colombia,SCADTA,1924-06-08,Barranquilla- Colombia,Junkers F-13
 Colombia,SCADTA,1936-08-06,Choco- Colombia,Junkers F-13
 Columbia,SCADTA,1940-02-27,Near Bucaramanga- Columbia,Boeing 247D
 Middlesex,Scandinavian Airlines (SAS),1948-07-04,Northolt- Middlesex- England,Douglas DC-6 / RAF York
 Denmark,Scandinavian Airlines (SAS),1949-02-08,Off Copenhagen- Denmark,Vickers 628 Viking 1B
 Turkey,Scandinavian Airlines (SAS),1960-01-19,Ankara- Turkey,Sud Aviation Caravelle 1
 California,Scandinavian Airlines (SAS),1969-01-13,Off Los Angeles- California,McDonnell Douglas DC-8-62
 New York,Scandinavian Airlines (SAS),1984-02-28,JFK Airport- New York- New York,McDonnell Douglas DC-10-30
 Sweden,Scandinavian Airlines (SAS),1991-12-27,Stockholm- Sweden,Mc Donnell Douglas MD-81
 Colombia,Scarta,1939-10-10,Calarmar- Colombia,Junkers W-34
 Kazakhstan,SCAT Air,2013-01-29,Near Kyzyltu- Kazakhstan,Canadair CRJ-200ER
 Arizona,Scenic Air Lines,1971-10-16,Colorado City- Arizona,Cessna 402
 Hawaii,Scenic Air Tours,1992-04-22,Mt. Haleakala- Hawaii,Beechcraft E18S
 Colorado,Scenic Airlines,1997-10-08,Near Montrose- Colorado,Cessna 208B Caravan I
 Congo,Scibe Airlift Cargo Zaire,1992-12-13,Goma- Congo,Fokker F-27 Friendship 400M
,Scoala Superioara de Aviatie Civla,2014-01-20,Near Petreasa Romania,Britten Norman BN-2A-27 Islander
 Malta,Scottish Airlines,1956-02-18,Near Zurrieg- Malta,Avro 685 York C-1
 England,Scottish Airlines,1956-04-30,London- England,Avro 685 York C-1
 England,Scottish Airlines,1957-12-23,Stansted- England,Avro 685 York C-1
 Alaska,Sea Airmotive,1979-05-25,Bullen Point- Alaska,de Havilland Canada DHC-4A Caribou
 BC,Seair Seaplanes,2009-11-29,Lyall Harbour- BC- Canada,de Havilland Canada DHC-2 Beaver MK- 1
 Alaska,SeaWind Aviation,2007-08-16,Near Ketchikan- Alaska,de Havilland Canada DHC-2 Beaver
 California,Security Air,1978-02-28,Solvang- California,Aero Commander 500A
 Colombia,SELVA,1994-10-08,Mitu- Colombia,Antonov AN-32B
 Colombia,SELVA,1996-12-21,Rio Negro- Colombia,Antonov An-32B
 Colombia,SELVA,1998-12-22,Medellín- Colombia,Antonov 32B
 Colombia,SELVA Colombia,2002-04-19,Popayán- Colombia,Antonov AN-32A
 France,SEMAF,1950-03-28,Off Cap-Ferret- France,Latecoere 631 (sea plane)
 Indonesia,Sempati Air,1997-07-17,Bandung- Indonesia,Fokker F-27 Friendship 600
 Senegal,Senegalair,1995-05-29,Off Mbour- Senegal,Piper PA-31-310 Navajo
 Near Dioubel,Senegalair,2015-09-05,Off Dakar- Near Dioubel- Senegal,Hawker Siddeley HS-125
 Iran,Sepahan Airlines,2014-08-10,Tehran- Iran,HESA Iran-140-100
 Uganda,Service Air,2006-01-08,Bukalaza- Uganda,Antonov 12
 Democratic Republic Congo,Service Air,2009-05-26,Near Isiro- Democratic Republic Congo,Antonov An-26
 Colombia,Servicio Aereo Columbiano / SCADTA,1935-06-24,Medellin- Colombia,Ford Tri-Motor / Ford Tri-Motor
 Beni,Servicio Aereo Manchupo,2000-12-11,Near Sumacal- Beni- BO,Cessna 206
 Mexico,Servicio Aéreo Panini,1947-12-28,Leon- Mexico,Douglas DC-2-172
 Peru,Servicio Expresso Nacional,1990-07-31,Near Huanuco- Peru,Beech King Air B90
 Bolivia,Servicios Aereas Virgen de Copacabana,1972-09-07,Trinidad- Bolivia,Curtiss C-46A-40-CU
 Bolivia,Servicios Aéreos Boliviano,1974-01-06,Unduavi- Bolivia,Curtiss C-46F
 Bolivia,Servicios Aéreos Cochabamba,1964-08-22,Near Tipuani- Bolivia,Douglas C-47A-25-DK
 Mexico,Servicios Aéreos Especiales,1968-12-31,Near Ciudad Victoria- Mexico,Douglas DC-3
 Mexico,Servicios Aereos Martinez Leon,1977-11-03,San Cristobal de las Casas- Mexico,Britten-Norman BN-2A-8 Trislander
 Ecuador,Servicios Aereos Nacionales,1977-12-29,Cuenca- Ecuador,Vickers Viscount 764 D
 Ecuador,Servicios Aereos Nacionales Airways,1977-09-04,Near Cuenca- Ecuador,Vickers Viscount 764D
 Bolivia,Servicios Aereos Santa Ana,1992-08-21,Colorado- Bolivia,Convair CV-440-80
 Venezuela,Servicios Aeronauticos Sucre (SASCA),2003-08-08,Tocomita- Venezuela,Cessna 208B Grand Caravan
 Paraguay,Servicios Americanos,1966-03-20,Asuncion- Paraguay,Curtiss C-46F
 Venezuela,Servivensa,1994-12-17,Cerro Aicha- Venezuela,Douglas C-47A-10-DK
 Venezuela,Servivensa,1998-10-02,Near Canaima- Venezuela,Douglas DC-3C
 Nepal,Shangri La Air,2002-08-22,Pokhara- Nepal,de Havilland Canada DHC-6-300 Twin Otter
 China,Shanxi Airlines,1988-10-07,Linfen- China,Ilyushin IL-14P
 Ecuador,Shell Co of Ecuador,1949-08-06,Salasaca- Ecuador,Bristol 170 Freighter 21
 California,Shelter Cove Sea Park,1971-06-28,Garberville- California,Douglas DC-3
 Hong Kong,Siamese Airways,1951-04-09,Cape d'Arguilar- Hong Kong,Douglas DC-3
 Russia,Sibir (S7),2006-07-09,Irkutsk- Russia,Airbus A-310-324ET
 Russia,Sibir Airlines,2001-10-04,110 miles SW of Sochi- Russia,Tupolev Tu-154M
 Russia,Sibir Airlines,2004-08-24,Near Rostov-on-Don- Russia,Tupolev 154B-2
 California,Sierra Pacific Airlines,1974-03-13,Bishop- California,Convair CV-440
 Afghanistan,Silk Way Airlines,2011-07-06,Near Bagram Air Base- Afghanistan,Ilyushin76TD
 Indonesia,SilkAir,1997-12-19,Near Palembang- Indonesia,Boeing B-737-300
 Lancs,Silver City Airways,1958-02-27,Horwich- Lancs- England,Bristol 170 Freighter 21
 Guernsey,Silver City Airways,1961-11-01,Les Prevosts- Guernsey,Bristol 170 Freighter 31M
 Michigan,Simmons Airlines,1986-03-13,Alpena- Michigan,Embraer 110P1 Bandeirante
 Taiwan,Singapore Airlines,2000-10-31,Taipei- Taiwan,Boeing B-747-412
 Nepal,Sita Air,2012-09-28,Kathmandu- Nepal,Dornier 228-202
 Sri Lanka,Sky Cabs,2000-03-24,Kadirana- Sri Lanka,Antonov AN-12 (freighter)
,Sky Dive New Zealand,2010-09-04,Fox Glacier Airstrip,Fletcher FU-24-954
 Nigeria,Sky Executive Air Services,2002-05-21,Near Calabar- Nigeria,LET 410UVP
 Wyoming,Sky Train Air,1981-10-01,Casper- Wyoming,Learjet 24
 Missouri,Skycraft Air Transport,1984-01-09,Saint Louis- Missouri,Douglas DC-3
 Nepal,Skyline Airways,1999-12-25,Near Simara- Nepal,de Havilland Canada DHC-6 Twin Otter
 Nepal,Skyline Airways,2002-07-17,Surkhet- Nepal,de Havilland Canada DHC-6 Twin Otter 300
 Sweden,Skyline Sweden,1977-01-15,Kalvesta- Sweden,Vickers Viscount 838
 West Virginia,Skyline Transportation Company,1929-01-31,Morgantown- West Virginia,Travel Air 4000
 Canada,Skylink Airlines,1989-09-26,Terrace- Canada,Swearingen SA.227AC Metro III
 Nigeria,Skypower Express Airways,1997-01-31,Yola- Nigeria,Embraer 110P1A Bandeirante
 Nigeria,Skypower Express Airways,2000-01-05,Abuja- Nigeria,Embraer 110P1A Bandeirante
 Alaska,Skyvan Airways,1963-01-26,Kotzebue- Alaska,Curtiss C-46F
 Kenya,Skyward International Aviation,2014-07-02,Near Nairobi- Kenya,Fokker 50
 Ontario,Skyways,1929-09-14,Saint Catharines- Ontario,Travel Air 6000
 Germany,Skyways,1949-03-15,Berlin- Germany,Avro 685 York I
 France,Skyways of London,1948-05-13,Mount Coron- France,de Havilland Dove 1
 Libya,Skyways of London,1949-02-04,Castel Benito- Libya,Douglas C-54A-1-DO Skymaster
 Angola,SL Aviation Services,1994-12-15,Lobito- Angola,Douglas DC-3
 Colorado,Slick Airways,1947-02-14,Denver- Colorado,Curtiss C-46E
 Utah,Slick Airways,1947-08-21,Hanksville- Utah,Curtiss C-46E
 Ohio,Slick Airways,1948-05-16,Columbus- Ohio,Curtiss C-46E
 Wyoming,Slick Airways,1949-10-09,Cheyenne- Wyoming,Curtiss C-46E-1-CS
 Connecticut,Slick Airways,1953-03-04,Windsor Locks- Connecticut,Curtiss C-46F
 California,Slick Airways,1963-02-03,San Francisco- California,Lockheed 1049H Super Constellation
 Massachutes,Slick Airways - Cargo,1964-03-10,Boston- Massachutes,Douglas DC-4
 Tennessee,Smoky Mountain Helicopters,2016-04-04,Near Pigeon Forge- Tennessee,Bell 206L
,Snow Valley Ski Lines,1964-03-08,Near Chicago Illinois,Douglas DC-3
 Belgian Congo,Sobelair SA (Belgium),1960-04-22,Bunia- Belgian Congo,Douglas C-54B
 Vietnam,Soc. de Tr. Aériens d'Extrême Orient,1954-06-08,Da Nang- Vietnam,Douglas C-47-DL
 Colombia,Sociedad Aeronautica Medellin,1951-06-13,Medellin- Colombia,Douglas C-47A
 Colombia,Sociedad Aeronautica Medellin,1959-12-08,Off Cartagena- Colombia,Curtiss C-46A
 Italy,Societa Aerea Mediterranea,1962-03-08,Rome- Italy,Douglas DC-6B
 Italy,Società Aerea Teseo,1948-02-20,Collesalvetti- Italy,Douglas C-47-DL
,Societa Anonima Aero Expresso Italiana,1933-07-18,Aegean Sea,CMASA Wal (flying boat)
 French West Africa,Société Aérienne de Tr. Tropicaux,1952-03-24,Near Gao- French West Africa,Lockheed 18 Lodestar
 Spain,Societe Aerienne du Littoral,1947-10-16,Off Cartegena- Spain,Bristol 170 Freighter I
 Spain,Societe Alpes Provence,1951-09-12,Off Ialas Baeares- Spain,Douglas DC-3
 France,Société Auxiliare de Navigation Aérienne,1947-11-13,Near Bouchox- France,Junkers Ju-52/3m
 France,Société de Transports Aériens,1948-03-02,Off Perpignan- France,Junkers Ju-52/3m
 Cameroon,Societe France Hydro,1955-09-10,Near Banyo- Cameroon,Latecoere 631 (flying boat)
 Laos,Societe Indochinoise de Raviteillement,1954-04-13,Xieng Kouang- Laos,Lockheed 18 Lodestar
 Vietnam,Societe Indochinoise de Transport Aeriens,1950-03-10,Saigon- Vietnam,Bristol 170 Freighter 21
 Madagascar,Societe Transatlantique Aerienne,1950-01-24,Near Tamatave- Madagascar,Douglas C-47A-50-DL
 Egypt,Socotra,1946-10-23,Gebel Kalamoun- Egypt,Junkers JU-52/3m
 Argentina,SOL Lineas Aereas,2011-05-18,Near Prahuaniyeu- Argentina,Saab 340A
 Alaska,Soldotna Air Services,1979-07-12,Anchorage- Alaska,Cessna 402B
 Solomon Islands,Solomon Islands Airlines,1978-10-22,Off Bellona- Solomon Islands,Britten Norman BN-2A Trislander
 Solomon Islands,Solomon Islands Airlines,1991-09-27,Guadalcanal Island- Solomon Islands,de Havilland Canada DHC-6 Twin Otter 300
 Somalia,Somali Airlines,1970-05-06,Mogadishu- Somalia,Vickers 785D Viscount
 Somalia,Somali Airlines,1981-07-20,Mogadishu- Somalia,Fokker F-27 Friendship 600RF
 Somalia,Somali Airlines,1989-06-28,Near Borana- Somalia,Fokker F-27 Friendship 600RF
 Nigeria,Sosoliso Airlines,2005-12-10,Near Port Harcourt- Nigeria,McDonnell DC-9-32
 South Africa,South African Airways,1941-03-28,Elands Bay- South Africa,Lockheed 18 Lodestar
 South Africa,South African Airways,1951-10-15,East Griqualand- South Africa,Douglas DC-3
 South Africa,South African Airways,1962-03-06,Near Seymour- South Africa,Douglas DC-3
